video_id,video_url,domain,subdomain,type,question,option_a,option_b,option_c,option_d,correct_answer
v_fCc2IXTBIxw_c009_00,videos/aerobic_gymnastics/v_fCc2IXTBIxw_c009_00,Sports & Arts,Aerobics,Explanation,How many players perform explosive push up?,2,The number of players is 3,The exercise is a bench press,They're in a group fitness class.,a
v_fCc2IXTBIxw_c009_00,videos/aerobic_gymnastics/v_fCc2IXTBIxw_c009_00,Sports & Arts,Aerobics,Explanation,Do the players perform straddle jump?,They are doing a cartwheel,They are practicing a backflip,The players are running a relay race,yes,d
v_fCc2IXTBIxw_c009_00,videos/aerobic_gymnastics/v_fCc2IXTBIxw_c009_00,Sports & Arts,Aerobics,Explanation,Do the players perform bent leg jump?,They are doing a synchronized dance routine,They are practicing yoga poses,The players are playing volleyball,no,d
v_fCc2IXTBIxw_c009_00,videos/aerobic_gymnastics/v_fCc2IXTBIxw_c009_00,Sports & Arts,Aerobics,Explanation,What do the players perform before performing explosive push up?,They're doing a warm-up jog,They perform a set of burpees,They complete a series of jumping jacks,aerobic gymnastics straddle jump,d
v_fCc2IXTBIxw_c009_00,videos/aerobic_gymnastics/v_fCc2IXTBIxw_c009_00,Sports & Arts,Aerobics,Explanation,What action do the players perform before explosive push up?,aerobic gymnastics straddle jump,They do a series of jumping jacks,They complete a set of burpees,They execute a high knee run.,a
v_fCc2IXTBIxw_c009_00,videos/aerobic_gymnastics/v_fCc2IXTBIxw_c009_00,Sports & Arts,Aerobics,Explanation,What do the players perform after performing straddle jump?,aerobic gymnastics explosive push up,They move on to strength training exercises,They continue with a flexibility routine,They transition into a tumbling sequence.,a
v_fCc2IXTBIxw_c009_00,videos/aerobic_gymnastics/v_fCc2IXTBIxw_c009_00,Sports & Arts,Aerobics,Explanation,What action do the players perform after straddle jump?,They perform a somersault,aerobic gymnastics explosive push up,They transition into a backflip,They execute a cartwheel.,b
v_ApPxnw_Jffg_c006_00,videos/volleyball/v_ApPxnw_Jffg_c006_00,Sports & Arts,volleyball,Explanation,What is the video about?,volleyball,The sport is football,It's a hockey game,The video shows a track and field event.,a
v_ApPxnw_Jffg_c006_00,videos/volleyball/v_ApPxnw_Jffg_c006_00,Sports & Arts,volleyball,Explanation,What are the players doing in the video?,They're playing tennis,They're engaging in a game of handball,volleyball,They're participating in a track and field event.,c
v_ApPxnw_Jffg_c006_00,videos/volleyball/v_ApPxnw_Jffg_c006_00,Sports & Arts,volleyball,Explanation,Does any team score in the video?,"No, the ball was blocked by the goalkeeper",The game ended in a draw,yes,The shot hit the post and bounced back.,c
v_ApPxnw_Jffg_c006_00,videos/volleyball/v_ApPxnw_Jffg_c006_00,Sports & Arts,volleyball,Explanation,Does any team gain a point?,They both scored equal points,yes,The game ended in a tie with no points,The points were deducted due to a penalty,b
v_ApPxnw_Jffg_c006_00,videos/volleyball/v_ApPxnw_Jffg_c006_00,Sports & Arts,volleyball,Explanation,Which team scores in the video?,The right team scores,No team scores in the video,left team,The video doesn't show any scoring.,c
v_ApPxnw_Jffg_c006_00,videos/volleyball/v_ApPxnw_Jffg_c006_00,Sports & Arts,volleyball,Explanation,Which team wins a point in the video?,left team,Both teams win a point,No team wins a point,The game is a tie.,a
v_ApPxnw_Jffg_c006_00,videos/volleyball/v_ApPxnw_Jffg_c006_00,Sports & Arts,volleyball,Explanation,How does the left team win a point in the video?,They score a goal,volleyball spike,They make a slam dunk,They complete a successful gymnastics routine.,b
v_ApPxnw_Jffg_c006_00,videos/volleyball/v_ApPxnw_Jffg_c006_00,Sports & Arts,volleyball,Explanation,How does the left team gain a score in the video?,They score a goal in soccer,They hit a home run in baseball,They make a basket in basketball,volleyball spike,d
v_ApPxnw_Jffg_c006_00,videos/volleyball/v_ApPxnw_Jffg_c006_00,Sports & Arts,volleyball,Explanation,Does the left team do spike successfully?,The left team fails to execute the spike,The ball is blocked by the right team,The left team misses the ball,yes,d
v_ApPxnw_Jffg_c006_00,videos/volleyball/v_ApPxnw_Jffg_c006_00,Sports & Arts,volleyball,Explanation,Is the spike of the left team successful?,The left team scored a goal,The ball was blocked by the right team,yes,The left team missed the ball completely.,c
v_ApPxnw_Jffg_c006_00,videos/volleyball/v_ApPxnw_Jffg_c006_00,Sports & Arts,volleyball,Explanation,Does the right team do defend successfully?,The right team's defense is not strong enough,no,The right team lacks the necessary coordination to defend,The right team is missing key defensive players.,b
v_ApPxnw_Jffg_c006_00,videos/volleyball/v_ApPxnw_Jffg_c006_00,Sports & Arts,volleyball,Explanation,Is the defend of the right team successful?,no,The opposing team managed to score despite their defense,"The right team's defense was strong, but not strong enough",The other team's offense was too skilled for the right team's defense.,a
v_ApPxnw_Jffg_c006_00,videos/volleyball/v_ApPxnw_Jffg_c006_00,Sports & Arts,volleyball,Explanation,Why does the right team do defend?,They're playing basketball,They're playing soccer,The sport is baseball,volleyball spike,d
v_ApPxnw_Jffg_c006_00,videos/volleyball/v_ApPxnw_Jffg_c006_00,Sports & Arts,volleyball,Attribution Understanding,What is the cause of the right team doing defend?,They're playing basketball,The opposing team is taking a free kick in soccer,The sport is baseball and the batter hit the ball,volleyball spike,d
v_ApPxnw_Jffg_c006_00,videos/volleyball/v_ApPxnw_Jffg_c006_00,Sports & Arts,volleyball,Explanation,What is the reason for the defend of the right team?,They're attempting to block a basketball shot,volleyball spike,The sport is actually baseball and they're trying to catch a fly ball,They're in a gym class and defending against a dodgeball throw.,b
v_LKRhzMHr5Rs_c017_00,videos/volleyball/v_LKRhzMHr5Rs_c017_00,Sports & Arts,volleyball,Explanation,What is the video about?,They're playing tennis,soccer,the sport is rugby,volleyball,d
v_LKRhzMHr5Rs_c017_00,videos/volleyball/v_LKRhzMHr5Rs_c017_00,Sports & Arts,volleyball,Explanation,What are the players doing in the video?,They're playing tennis,volleyball,The sport is handball,They are playing badminton.,b
v_LKRhzMHr5Rs_c017_00,videos/volleyball/v_LKRhzMHr5Rs_c017_00,Sports & Arts,volleyball,Explanation,Does any team score in the video?,No team scores in the video,The video doesn't show the scoring moment,yes,"The video focuses on the audience, not the game.",c
v_LKRhzMHr5Rs_c017_00,videos/volleyball/v_LKRhzMHr5Rs_c017_00,Sports & Arts,volleyball,Explanation,Does any team gain a point?,yes,The referee disallowed the goal,The point was later taken away due to a penalty,The scoreboard malfunctioned and didn't record the point.,a
v_LKRhzMHr5Rs_c017_00,videos/volleyball/v_LKRhzMHr5Rs_c017_00,Sports & Arts,volleyball,Explanation,Which team scores in the video?,left team,both teams,right team,the game is still ongoing.,c
v_LKRhzMHr5Rs_c017_00,videos/volleyball/v_LKRhzMHr5Rs_c017_00,Sports & Arts,volleyball,Attribution Understanding,Which team wins a point in the video?,left team,no team scored,right team,the point was not counted due to a rule violation,c
v_LKRhzMHr5Rs_c017_00,videos/volleyball/v_LKRhzMHr5Rs_c017_00,Sports & Arts,volleyball,Explanation,How does the right team win a point in the video?,volleyball spike,They hit a home run,They make a successful jump shot,They perform a perfect gymnastics routine.,a
v_LKRhzMHr5Rs_c017_00,videos/volleyball/v_LKRhzMHr5Rs_c017_00,Sports & Arts,volleyball,Explanation,How does the right team gain a score in the video?,They score a goal in soccer,volleyball spike,They make a basket in basketball,They execute a perfect dismount in gymnastics.,b
v_LKRhzMHr5Rs_c017_00,videos/volleyball/v_LKRhzMHr5Rs_c017_00,Sports & Arts,volleyball,Explanation,How many times does the right team do defend?,They're trying to score a goal,The right team is attacking,1,The players are focusing on offense.,c
v_LKRhzMHr5Rs_c017_00,videos/volleyball/v_LKRhzMHr5Rs_c017_00,Sports & Arts,volleyball,Explanation,How many times does the right team do spike?,1,The right team never does spike,They do spike three times,They do not spike at all.,a
v_LKRhzMHr5Rs_c017_00,videos/volleyball/v_LKRhzMHr5Rs_c017_00,Sports & Arts,volleyball,Explanation,Is the first pass of the left team successful?,yes,The left team misses the shot,The ball is intercepted by the right team,The first pass is incomplete due to a foul.,a
v_LKRhzMHr5Rs_c017_00,videos/volleyball/v_LKRhzMHr5Rs_c017_00,Sports & Arts,volleyball,Explanation,Is the serve of the right team successful?,The serve was a fault and the point goes to the left team,The serve went out of bounds and was not successful,The serve hit the net and was not successful,yes,d
v_LKRhzMHr5Rs_c017_00,videos/volleyball/v_LKRhzMHr5Rs_c017_00,Sports & Arts,volleyball,Explanation,Does the right team do defend successfully?,They were unable to stop the opposing team from scoring,The right team got distracted and made errors,yes,The right team's defense was weakened by injuries.,c
v_LKRhzMHr5Rs_c017_00,videos/volleyball/v_LKRhzMHr5Rs_c017_00,Sports & Arts,volleyball,Explanation,Is the defend of the right team successful?,yes,The right team's defense is weak,The right team is unable to defend effectively,The right team is allowing too many goals.,a
v_LKRhzMHr5Rs_c017_00,videos/volleyball/v_LKRhzMHr5Rs_c017_00,Sports & Arts,volleyball,Explanation,Does the right team do spike successfully?,They are playing volleyball,They are playing tennis,The sport is handball,yes,d
v_LKRhzMHr5Rs_c017_00,videos/volleyball/v_LKRhzMHr5Rs_c017_00,Sports & Arts,volleyball,Explanation,Is the spike of the right team successful?,yes,The ball went out of bounds,The opposing team blocked the spike,The referee called a foul on the play.,a
v_LKRhzMHr5Rs_c017_00,videos/volleyball/v_LKRhzMHr5Rs_c017_00,Sports & Arts,volleyball,Explanation,What does the left team do after first pass?,They set up for the second pass,volleyball second attack,They rotate positions,They call a timeout.,b
v_LKRhzMHr5Rs_c017_00,videos/volleyball/v_LKRhzMHr5Rs_c017_00,Sports & Arts,volleyball,Explanation,What does the left team do before second attack?,They make a defensive block,volleyball first pass,They position themselves for a pitch,They prepare for a tumbling pass.,b
v_LKRhzMHr5Rs_c017_00,videos/volleyball/v_LKRhzMHr5Rs_c017_00,Sports & Arts,volleyball,Explanation,Why does the right team do defend?,They're trying to prevent the opposing team from scoring a goal,They need to protect their side of the court,volleyball second attack,They want to regain possession of the ball.,c
v_LKRhzMHr5Rs_c017_00,videos/volleyball/v_LKRhzMHr5Rs_c017_00,Sports & Arts,volleyball,Explanation,What is the cause of the right team doing defend?,They are trying to block a goal in soccer,The opposing team has possession in basketball,They are protecting their goal in hockey,volleyball second attack,d
v_LKRhzMHr5Rs_c017_00,videos/volleyball/v_LKRhzMHr5Rs_c017_00,Sports & Arts,volleyball,Explanation,What is the reason for the defend of the right team?,volleyball second attack,They are trying to prevent a touchdown in football,The team is attempting to block a shot in basketball,They are guarding the bases in baseball.,a
v_LKRhzMHr5Rs_c017_00,videos/volleyball/v_LKRhzMHr5Rs_c017_00,Sports & Arts,volleyball,Explanation,Would the left team success to do second attack if the other team did not save the ball?,They would be unable to complete a second attack because they are playing volleyball,The left team would not succeed because the other team is too strong,The left team would not have a chance to do a second attack because the game is over,yes,d
v_gEjQ2Ttbs9M_c004_00,videos/volleyball/v_gEjQ2Ttbs9M_c004_00,Sports & Arts,volleyball,Attribution Understanding,What is the video about?,They're playing badminton,volleyball,They're competing in handball,The video is about a track and field event.,b
v_gEjQ2Ttbs9M_c004_00,videos/volleyball/v_gEjQ2Ttbs9M_c004_00,Sports & Arts,volleyball,Explanation,What are the players doing in the video?,They're playing badminton,volleyball,The sport is handball,They're participating in a dodgeball match.,b
v_gEjQ2Ttbs9M_c004_00,videos/volleyball/v_gEjQ2Ttbs9M_c004_00,Sports & Arts,volleyball,Explanation,Does any team score in the video?,yes,The game ends in a tie with no points scored,"The video doesn't show any scoring, just defense",The video cuts off before any points are scored.,a
v_gEjQ2Ttbs9M_c004_00,videos/volleyball/v_gEjQ2Ttbs9M_c004_00,Sports & Arts,volleyball,Explanation,Does any team gain a point?,yes,The scoreboard malfunctioned and no points were recorded,The referee disallowed all points scored,The game was cancelled before any points could be gained.,a
v_gEjQ2Ttbs9M_c004_00,videos/volleyball/v_gEjQ2Ttbs9M_c004_00,Sports & Arts,volleyball,Explanation,Which team scores in the video?,Right team,left team,The referee,No one scores.,b
v_gEjQ2Ttbs9M_c004_00,videos/volleyball/v_gEjQ2Ttbs9M_c004_00,Sports & Arts,volleyball,Explanation,Which team wins a point in the video?,left team,no team scored,the point was disqualified,the game is tied and no point was awarded.,a
v_gEjQ2Ttbs9M_c004_00,videos/volleyball/v_gEjQ2Ttbs9M_c004_00,Sports & Arts,volleyball,Explanation,How does the left team win a point in the video?,They score a goal,They hit a home run,volleyball spike,They perform a successful gymnastics routine.,c
v_gEjQ2Ttbs9M_c004_00,videos/volleyball/v_gEjQ2Ttbs9M_c004_00,Sports & Arts,volleyball,Explanation,How does the left team gain a score in the video?,volleyball spike,They make a free throw,They hit a home run,They perform a gymnastics routine.,a
v_gEjQ2Ttbs9M_c004_00,videos/volleyball/v_gEjQ2Ttbs9M_c004_00,Sports & Arts,volleyball,Explanation,Does the left team do spike successfully?,yes, The left team's spike was blocked by the opposing team. , The left team made a spike but it was out of bounds. , The left team attempted a spike but it hit the net.,a
